league,team_ar,seasons,appearances,player_en,full_name_en,player_ar
EGY,البنك الأهلي,2026-2027,3,Anderson Ceara,Anderson Ceará,
EGY,البنك الأهلي,2026-2027,3,Bencharki,Mohamed Ashraf,
EGY,البنك الأهلي,2026-2027,3,D. Cyril,,
EGY,البنك الأهلي,2024-2025,3,Ahmed Rabie,,
EGY,البنك الأهلي,2022-2023,3,Basem Morsi,,
EGY,البنك الأهلي,2023-2024 .. 2025-2026,3,Mohamed Abdelghani,,
EGY,البنك الأهلي,2025-2026,2,M. El Gazzar,,
EGY,البنك الأهلي,2026-2027,2,K. Hamed,,
EGY,البنك الأهلي,2025-2026,2,Dao Cyrille,,
EGY,البنك الأهلي,2024-2025,2,Khaled Shefo,,
EGY,البنك الأهلي,2024-2025,2,Mostafa Abdelrahim,,
EGY,البنك الأهلي,2022-2023,1,Ahmed Mahmoud Abdelkader,,
EGY,البنك الأهلي,2024-2025,1,Ahmed Sobhi Afifi,,
EGY,البنك الأهلي,2025-2026,1,D. Cyrille,,
EGY,البنك الأهلي,2024-2025,1,H. Saleh,,
EGY,البنك الأهلي,2023-2024,1,Hassan Mahmoud Shahin,,
EGY,البنك الأهلي,2022-2023,1,Hossam El Saana,,
EGY,البنك الأهلي,2025-2026,1,K. Adel,,
EGY,البنك الأهلي,2026-2027,1,Salah Abd Etouab Bouchama,,
EGY,الجونة,2022-2023 .. 2026-2027,41,Ahmed Shousha,,
EGY,الجونة,2023-2024 .. 2025-2026,38,Ayman Moka,,
EGY,الجونة,2024-2025 .. 2026-2027,36,T. Ojo,Ojo Tolulope,
EGY,الجونة,2024-2025 .. 2026-2027,32,A. Gamal,Ahmed Gamal | Ali Gamal,
EGY,الجونة,2022-2023 .. 2025-2026,31,Belal El Sayed,,
EGY,الجونة,2023-2024 .. 2026-2027,30,Nour El Sayed,,
EGY,الجونة,2023-2024 .. 2025-2026,29,A. Randrianantenaina,,
EGY,الجونة,2023-2024 .. 2026-2027,29,F. Akem,Favour Akem,
EGY,الجونة,2023-2024 .. 2026-2027,29,Reda Salah,,
EGY,الجونة,2022-2023 .. 2026-2027,27,H. Ibrahim,Hafiz Ibrahim,
EGY,الجونة,2023-2024 .. 2026-2027,25,Abdel Gawad Taalab,,
EGY,الجونة,2025-2026 .. 2026-2027,23,M. Emad,Mahmoud Emad | Mohamed Emad,
EGY,الجونة,2022-2023 .. 2024-2025,22,F. Etouga,,
EGY,الجونة,2023-2024 .. 2024-2025,17,Ashraf Magdy,,
EGY,الجونة,2025-2026 .. 2026-2027,17,M. Mohsen,Marwan Mohsen,
EGY,الجونة,2025-2026,17,A. El Zahdi,,
EGY,الجونة,2025-2026,15,B. El Sayed,,
EGY,الجونة,2022-2023 .. 2026-2027,14,Ahmed El Aash,,
EGY,الجونة,2023-2024 .. 2024-2025,14,Ahmed Hossam,,
EGY,الجونة,2025-2026,13,M. El Nahas,,
EGY,الجونة,2023-2024 .. 2025-2026,13,Mohamed Emad,,
EGY,الجونة,2022-2023 .. 2023-2024,13,Sabri Rahil,,
EGY,الجونة,2024-2025 .. 2026-2027,13,Ojo Tolulope,T. Ojo,
EGY,الجونة,2025-2026 .. 2026-2027,13,Omar El Gazar,,
EGY,الجونة,2025-2026 .. 2026-2027,12,A. Taalab,Abdel Gawad Taalab,
EGY,الجونة,2022-2023 .. 2023-2024,12,Ahmed Abdelrasoul,,
EGY,الجونة,2024-2025 .. 2026-2027,11,Khaled Ahmed,,
EGY,الجونة,2023-2024 .. 2025-2026,10,A. Khaled,Khaled Ahmed,
EGY,الجونة,2023-2024 .. 2024-2025,10,L. Emmanuel,,
EGY,الجونة,2023-2024 .. 2025-2026,10,A. Jatta,,
EGY,الجونة,2023-2024 .. 2025-2026,10,Favour Akem,,
EGY,الجونة,2023-2024 .. 2025-2026,9,Mohamed El Nahass,,
EGY,الجونة,2022-2023 .. 2023-2024,9,Mohamed El Sabahi,,
EGY,الجونة,2025-2026 .. 2026-2027,9,O. El Gazar,Omar El Gazar,
EGY,الجونة,2023-2024,9,Abdallah Abady,,
EGY,الجونة,2023-2024,8,Hossam Gahnem,,
EGY,الجونة,2025-2026 .. 2026-2027,8,N. El Sayed,,
EGY,الجونة,2024-2025 .. 2026-2027,8,Hafiz Ibrahim,,
EGY,الجونة,2023-2024,8,Arnaud Randrianantenaina,,
EGY,الجونة,2023-2024 .. 2026-2027,8,Seif Shika,,
EGY,الجونة,2025-2026,7,M. Mahmoud,Mostafa Mahmoud,
EGY,الجونة,2024-2025 .. 2026-2027,7,Mohamed Alaa,,
EGY,الجونة,2025-2026 .. 2026-2027,6,A. Belia,,
EGY,الجونة,2025-2026 .. 2026-2027,6,A. Refaat,,
EGY,الجونة,2025-2026 .. 2026-2027,6,Mostafa Metawea,M. Metawea,
EGY,الجونة,2023-2024 .. 2024-2025,6,Alieu Jatta,,
EGY,الجونة,2023-2024 .. 2024-2025,6,Lucky Emmanuel,,
EGY,الجونة,2022-2023 .. 2023-2024,5,Kamal Abou Elfetouh,,
EGY,الجونة,2025-2026 .. 2026-2027,5,Saber El Shimi,,
EGY,الجونة,2023-2024 .. 2025-2026,5,Sobhy Soliman,,
EGY,الجونة,2025-2026 .. 2026-2027,4,Abdel Rasoul Ahmed,Ahmed Abdelrasoul,
EGY,الجونة,2025-2026 .. 2026-2027,4,S. El Shimi,Saber El Shimi,
EGY,الجونة,2026-2027,4,M. Egbemba,Egbemba Michael,
EGY,الجونة,2025-2026 .. 2026-2027,4,M. Metawea,Mostafa Metawea,
EGY,الجونة,2025-2026 .. 2026-2027,4,R. Salah,Reda Salah,
EGY,الجونة,2026-2027,4,Teukeu Tekoudjou Wilfried,W. Parfait Teukeu,
EGY,الجونة,2025-2026,3,A. Karim,,
EGY,الجونة,2025-2026,3,A. Turay,,
EGY,الجونة,2023-2024 .. 2024-2025,3,Mazen Yasser,,
EGY,الجونة,2022-2023 .. 2026-2027,3,Ahmed Belya,,
EGY,الجونة,2022-2023 .. 2026-2027,3,Ahmed Masoud,,
EGY,الجونة,2023-2024,3,C. Bekale,,
EGY,الجونة,2025-2026,3,D. A. Mohamed S. E.,,
EGY,الجونة,2025-2026,2,M. Imad,,
EGY,الجونة,2026-2027,2,D. Simukonda,David Simukonda,
EGY,الجونة,2026-2027,2,David Simukonda,,
EGY,الجونة,2026-2027,2,Egbemba Michael,M. Egbemba,
EGY,الجونة,2024-2025 .. 2026-2027,2,Eslam Risha,,
EGY,الجونة,2026-2027,2,I. Emad,Eslam Risha,
EGY,الجونة,2025-2026,2,Adham Karim,,
EGY,الجونة,2023-2024,2,Hassan Samir,,
EGY,الجونة,2023-2024,2,Sabri Raheel,,
EGY,الجونة,2024-2025,1,Mahmoud El Alamy,,
EGY,الجونة,2026-2027,1,Marwan Essam,,
EGY,الجونة,2026-2027,1,W. Parfait Teukeu,Teukeu Tekoudjou Wilfried,
EGY,الجونة,2025-2026,1,Alpha Turay,,
EGY,الجونة,2023-2024,1,D. Edeh,,
EGY,الجونة,2024-2025,1,Hassan Yassin,,
EGY,الجونة,2024-2025,1,Hossam Gahnem Evona,,
EGY,الجونة,2023-2024,1,Mahmoud Abdelkader,,
EGY,الجونة,2023-2024,1,Mohammed Emad,,
EGY,الجونة,2023-2024,1,Said Hany,,
EGY,الجونة,2024-2025,1,T. Oripelaye,,
EGY,الجونة,2024-2025,1,Taiwo Oripelaye,,
EGY,الداخلية,2022-2023 .. 2026-2027,66,Samir Fekri,,
EGY,الداخلية,2022-2023 .. 2025-2026,30,Karim Yehia,,
EGY,الداخلية,2022-2023 .. 2025-2026,28,Ali El Zahdi,,
EGY,الداخلية,2022-2023 .. 2025-2026,27,Islam Abdelnaim,,
EGY,الداخلية,2022-2023 .. 2025-2026,26,R. Ahmed,,
EGY,الداخلية,2022-2023 .. 2023-2024,24,Mostafa Fawzy,,
EGY,الداخلية,2023-2024 .. 2025-2026,24,Mahmoud Hassouna,,
EGY,الداخلية,2022-2023 .. 2023-2024,23,Abdelaziz El Sayed,,
EGY,الداخلية,2022-2023 .. 2025-2026,20,Mahmoud Talaat,,
EGY,الداخلية,2023-2024 .. 2026-2027,19,Adham Hamed,,
EGY,الداخلية,2022-2023 .. 2023-2024,18,F. Alfred,,
EGY,الداخلية,2023-2024,17,Sherif Dabo,,
EGY,الداخلية,2022-2023 .. 2026-2027,16,Walid Mostafa,,
EGY,الداخلية,2022-2023 .. 2024-2025,15,Ahmed Emad,,
EGY,الداخلية,2022-2023 .. 2023-2024,14,A. Kyambadde,,
EGY,الداخلية,2022-2023 .. 2025-2026,14,Mohab Yasser,,
EGY,الداخلية,2022-2023 .. 2025-2026,13,Rasheed Ahmed,,
EGY,الداخلية,2022-2023,11,C. John,,
EGY,الداخلية,2022-2023 .. 2023-2024,11,Moaz El Henawy,,
EGY,الداخلية,2022-2023,10,Hussein Ragab,,
EGY,الداخلية,2023-2024,10,Mohamed El Zareef,,
EGY,الداخلية,2022-2023 .. 2023-2024,10,Mohamed Naguib,,
EGY,الداخلية,2022-2023 .. 2023-2024,10,Mohamed Nosseir,,
EGY,الداخلية,2022-2023 .. 2023-2024,9,K. Chimezie,,
EGY,الداخلية,2022-2023,8,Momen Atef,,
EGY,الداخلية,2023-2024,7,Ahmed Sayed,,
EGY,الداخلية,2022-2023 .. 2023-2024,7,Ahmed Shadad,,
EGY,الداخلية,2022-2023 .. 2023-2024,7,Allan Kyambadde,,
EGY,الداخلية,2022-2023 .. 2025-2026,7,Kamal Aboul-Fetouh,,
EGY,الداخلية,2022-2023,6,Fahd Gomaa,,
EGY,الداخلية,2022-2023 .. 2023-2024,6,Funom Alfred,,
EGY,الداخلية,2022-2023 .. 2023-2024,6,Kelechi Chimezie,,
EGY,الداخلية,2022-2023,6,S. Toure,,
EGY,الداخلية,2023-2024,6,Yosef Tunji,,
EGY,الداخلية,2022-2023,5,Essa Abdallah,,
EGY,الداخلية,2023-2024,5,K. Olatunbosun,,
EGY,الداخلية,2023-2024,5,Mahmoud Mansour,,
EGY,الداخلية,2023-2024,5,Mohamed Osama,,
EGY,الداخلية,2022-2023 .. 2025-2026,5,Zeyad Tarek,,
EGY,الداخلية,2023-2024,4,A. Afli,,
EGY,الداخلية,2023-2024,3,Abdel Rahman Hamawy,,
EGY,الداخلية,2023-2024,3,Abdel Rahman Semida,,
EGY,الداخلية,2023-2024,3,Anas Shendy,,
EGY,الداخلية,2022-2023,3,Christopher John,,
EGY,الداخلية,2023-2024,3,Mohamed El Attar,,
EGY,الداخلية,2023-2024,2,Abdo Semida,,
EGY,الداخلية,2023-2024,2,Ahmed Sayed Gharib,,
EGY,الداخلية,2022-2023 .. 2023-2024,2,Mahmoud El Zonfoly,,
EGY,الداخلية,2023-2024,2,Mohamed Magdi Abdel Fattah,,
EGY,الداخلية,2022-2023,2,Mohamed Ramadan,,
EGY,الداخلية,2023-2024,2,Yusuf Tunji Omotosho,,
EGY,الداخلية,2023-2024,1,A. A. Hassan Hussien M.,,
EGY,الداخلية,2022-2023,1,Abdelrahman El Nubi,,
EGY,الداخلية,2022-2023,1,Abdullahi Ojifinni,,
EGY,الداخلية,2022-2023,1,Eric Serge,,
EGY,الداخلية,2022-2023,1,K. Abou Elfetouh,,
EGY,الداخلية,2023-2024,1,Kelvin Olatunbosun,,
EGY,الزمالك,2022-2023 .. 2026-2027,81,Zizo,,
EGY,الزمالك,2022-2023 .. 2025-2026,63,Mostafa Shalaby,,
EGY,الزمالك,2022-2023 .. 2026-2027,62,S. Jaziri,,
EGY,الزمالك,2022-2023 .. 2025-2026,45,Nasser Maher,,
EGY,الزمالك,2022-2023 .. 2024-2025,43,Abdalla El Said,,
EGY,الزمالك,2022-2023 .. 2024-2025,40,Naser Mansy,,
EGY,الزمالك,2022-2023 .. 2025-2026,38,Mohamed Ashraf Roqa,,
EGY,الزمالك,2022-2023 .. 2025-2026,34,Mohamed Shehata,,
EGY,الزمالك,2025-2026 .. 2026-2027,28,O. Dabbagh,Oday Dabbagh,
EGY,الزمالك,2022-2023 .. 2024-2025,26,Nabil Emad Dunga,,
EGY,الزمالك,2022-2023 .. 2025-2026,26,Omar Gaber,,
EGY,الزمالك,2025-2026 .. 2026-2027,25,A. El Said,Abdallah El-Said,
EGY,الزمالك,2022-2023 .. 2025-2026,23,Hossam Abdelmaguid,,
EGY,الزمالك,2022-2023 .. 2024-2025,23,Sayed Abdallah Sika,,
EGY,الزمالك,2022-2023 .. 2025-2026,22,Youssef Obama,,
EGY,الزمالك,2022-2023 .. 2025-2026,22,Naser Mansi,,
EGY,الزمالك,2022-2023 .. 2026-2027,21,I. Ndiaye,,
EGY,الزمالك,2022-2023 .. 2024-2025,21,Shikabala,,
EGY,الزمالك,2025-2026 .. 2026-2027,19,N. Mansy,Naser Mansi,
EGY,الزمالك,2022-2023 .. 2025-2026,18,Nabil Donga,,
EGY,الزمالك,2025-2026,17,Juan Alvina,,
EGY,الزمالك,2025-2026 .. 2026-2027,14,C. Banza,Chico Banza,
EGY,الزمالك,2022-2023 .. 2024-2025,13,Youssef Nabih,,
EGY,الزمالك,2022-2023 .. 2025-2026,13,Mostafa El Zenary,,
EGY,الزمالك,2022-2023 .. 2024-2025,13,Seif Gaafar,,
EGY,الزمالك,2022-2023 .. 2024-2025,12,Mohamed Abdel Ghani,,
EGY,الزمالك,2025-2026 .. 2026-2027,12,A. Kaied,Adam Kaied,
EGY,الزمالك,2022-2023 .. 2025-2026,12,Abdallah El-Said,,
EGY,الزمالك,2022-2023 .. 2024-2025,12,Hamza Mathlouthi,,
EGY,الزمالك,2022-2023 .. 2025-2026,12,Mohamed Awad,,
EGY,الزمالك,2025-2026 .. 2026-2027,11,A. Fatouh,Ahmed Fatouh,
EGY,الزمالك,2025-2026 .. 2026-2027,11,A. Sherif,Ahmed Sherif,
EGY,الزمالك,2022-2023 .. 2024-2025,11,Ahmed Abou El Fotouh,,
EGY,الزمالك,2025-2026 .. 2026-2027,10,M. I. Hassan,Mahmoud Hamdi,
EGY,الزمالك,2025-2026 .. 2026-2027,10,M. Shehata,Mohamed Shehata | Mostafa Rahim,
EGY,الزمالك,2023-2024 .. 2025-2026,10,Mohamed El Sayed,,
EGY,الزمالك,2024-2025 .. 2026-2027,10,Mahmoud Bentayg,,
EGY,الزمالك,2024-2025 .. 2026-2027,10,Mahmoud Hamdi,,
EGY,الزمالك,2022-2023 .. 2024-2025,9,Ahmed Esho,,
EGY,الزمالك,2024-2025 .. 2026-2027,9,M. Bentayg,Mahmoud Bentayg,
EGY,الزمالك,2025-2026 .. 2026-2027,9,M. El Sayed,Mohamed El Sayed,
EGY,الزمالك,2023-2024 .. 2024-2025,9,Seifeddine Jaziri,,
EGY,الزمالك,2025-2026 .. 2026-2027,8,A. Rabie,,
EGY,الزمالك,2022-2023 .. 2024-2025,8,H. Mathlouthi,,
EGY,الزمالك,2022-2023 .. 2023-2024,8,S. Akinyoola,,
EGY,الزمالك,2023-2024,8,Ahmed Hamdi,,
EGY,الزمالك,2022-2023 .. 2023-2024,8,Mohamed Abdul Shafy,,
EGY,الزمالك,2025-2026 .. 2026-2027,7,O. Gaber,Omar Gaber,
EGY,الزمالك,2025-2026 .. 2026-2027,7,M. Ismail,Mohamed Ismail,
EGY,الزمالك,2022-2023 .. 2026-2027,7,Ahmed Fatouh,,
EGY,الزمالك,2025-2026,7,N. Dunga,Nabil Donga,
EGY,الزمالك,2022-2023 .. 2023-2024,6,Abdallah Gomaa,,
EGY,الزمالك,2023-2024 .. 2025-2026,6,Mohamed Sobhi,,
EGY,الزمالك,2022-2023 .. 2025-2026,6,Seif Farouk Gaafar,,
EGY,الزمالك,2025-2026,5,H. Abdelmaguid,,
EGY,الزمالك,2025-2026 .. 2026-2027,5,M. El Zenary,Mostafa El Zenary,
EGY,الزمالك,2022-2023 .. 2024-2025,5,Mahmoud Hamdi El Wensh,,
EGY,الزمالك,2023-2024 .. 2024-2025,5,Mohamed Atef,,
EGY,الزمالك,2023-2024,5,Ahmed Magdy,,
EGY,الزمالك,2022-2023 .. 2023-2024,5,Mohamed Tarek,,
EGY,الزمالك,2026-2027,4,Esho,Ahmed Esho,
EGY,الزمالك,2026-2027,3,E. M. Soliman,Mahdi Soliman,
EGY,الزمالك,2025-2026 .. 2026-2027,3,Chico Banza,,
EGY,الزمالك,2023-2024,3,Ibrahima Ndiaye,,
EGY,الزمالك,2023-2024 .. 2025-2026,3,Mohamed Ibrahim Hassan,,
EGY,الزمالك,2024-2025 .. 2025-2026,3,Salah Moussadak,,
EGY,الزمالك,2023-2024,3,T. Mutyaba,,
EGY,الزمالك,2026-2027,2,M. Hamad,Mohamed Hamad,
EGY,الزمالك,2023-2024,2,Ammar Mansour,,
EGY,الزمالك,2025-2026,2,Juan Bezerra,,
EGY,الزمالك,2024-2025,2,K. Michalak,,
EGY,الزمالك,2022-2023 .. 2023-2024,2,Mohamed Hossam,,
EGY,الزمالك,2025-2026 .. 2026-2027,2,Oday Dabbagh,,
EGY,الزمالك,2024-2025 .. 2025-2026,2,S. Moussaddaq,,
EGY,الزمالك,2022-2023,2,Z. El Wardi,,
EGY,الزمالك,2026-2027,1,A. Khodary,Ahmed Khodari,
EGY,الزمالك,2026-2027,1,M. Farag,Mohamed Farag,
EGY,الزمالك,2026-2027,1,M. Gehad,Mahmoud Gehad,
EGY,الزمالك,2024-2025,1,A. Jafeli,,
EGY,الزمالك,2025-2026,1,A. Maali,,
EGY,الزمالك,2025-2026,1,A. Nasser,,
EGY,الزمالك,2025-2026,1,Abdel Hamid Maali,,
EGY,الزمالك,2023-2024,1,Ahmed Refai,,
EGY,الزمالك,2024-2025,1,Ayman Amir,,
EGY,الزمالك,2023-2024,1,Hassan Abou El Matty,,
EGY,الزمالك,2023-2024,1,Hazem Ali,,
EGY,الزمالك,2022-2023,1,M. Hatem,,
EGY,الزمالك,2023-2024,1,Mahmoud El-Shenawy,,
EGY,الزمالك,2023-2024,1,Mohamed Hossam Besso,,
EGY,الزمالك,2022-2023,1,Nabil Emad,,
EGY,الزمالك,2024-2025,1,Omar Faraj,,
EGY,الزمالك,2025-2026,1,S. Farouk Gaafar,,
EGY,الزمالك,2022-2023,1,Samson Akinyoola,,
EGY,الزمالك,2023-2024,1,Yaser Hamed,,
EGY,الزمالك,2025-2026,1,Youssef Wael,,
EGY,الزمالك,2022-2023,1,Zakaria El Wardi,,
EGY,الشرقية إنبي,2022-2023 .. 2025-2026,72,R. Kabou,,
EGY,الشرقية إنبي,2022-2023 .. 2026-2027,55,Ali Fawzi,,
EGY,الشرقية إنبي,2022-2023 .. 2024-2025,54,Ahmed Amin Aoufa,,
EGY,الشرقية إنبي,2022-2023 .. 2025-2026,50,Ahmed El Agouz,,
EGY,الشرقية إنبي,2022-2023 .. 2024-2025,48,Mohamed Hamdy,,
EGY,الشرقية إنبي,2022-2023 .. 2026-2027,47,Ahmed Youssef,,
EGY,الشرقية إنبي,2022-2023 .. 2024-2025,36,Mostafa Shakshak,,
EGY,الشرقية إنبي,2025-2026 .. 2026-2027,34,M. Sherif,Moamen Sherif | Momen Sherif,
EGY,الشرقية إنبي,2022-2023 .. 2025-2026,34,Mohamed Hamed,,
EGY,الشرقية إنبي,2025-2026 .. 2026-2027,29,A. Mahmoud,Ahmed Mahmoud | Ali Mahmoud | Mahmoud Adel,
EGY,الشرقية إنبي,2022-2023 .. 2024-2025,27,Ahmed Hawash,,
EGY,الشرقية إنبي,2022-2023 .. 2023-2024,25,Mohamed Naser,,
EGY,الشرقية إنبي,2022-2023 .. 2025-2026,25,Mohamed Samir,,
EGY,الشرقية إنبي,2022-2023 .. 2026-2027,23,Marwan Dawoud,,
EGY,الشرقية إنبي,2022-2023 .. 2026-2027,23,Mody Naser,,
EGY,الشرقية إنبي,2022-2023 .. 2024-2025,22,Mostafa Adel,,
EGY,الشرقية إنبي,2022-2023 .. 2025-2026,18,Abdel Rahman Emad,,
EGY,الشرقية إنبي,2023-2024 .. 2025-2026,18,Ahmed Amin Oufa,,
EGY,الشرقية إنبي,2022-2023 .. 2024-2025,17,Youssef Labib,,
EGY,الشرقية إنبي,2023-2024 .. 2026-2027,16,Ziad Kamal,,
EGY,الشرقية إنبي,2022-2023 .. 2026-2027,15,Mohamed Abdel Aati,,
EGY,الشرقية إنبي,2025-2026 .. 2026-2027,15,Z. Kamal,Ziad Kamal,
EGY,الشرقية إنبي,2025-2026 .. 2026-2027,14,A. Abdallah,Aqtay Abdallah,
EGY,الشرقية إنبي,2022-2023 .. 2026-2027,14,Ahmed Nader Hawash,,
EGY,الشرقية إنبي,2022-2023 .. 2023-2024,14,Ahmed Amin,,
EGY,الشرقية إنبي,2022-2023 .. 2025-2026,14,Mostafa Dowidar,,
EGY,الشرقية إنبي,2025-2026 .. 2026-2027,13,M. Naser,Mody Naser,
EGY,الشرقية إنبي,2024-2025 .. 2026-2027,13,Ali Mahmoud,,
EGY,الشرقية إنبي,2025-2026 .. 2026-2027,12,E. Mayhoub,Emad Mayhoub,
EGY,الشرقية إنبي,2023-2024 .. 2026-2027,12,Salah Zayed,,
EGY,الشرقية إنبي,2025-2026 .. 2026-2027,11,A. Zaki,Ahmed Zaki,
EGY,الشرقية إنبي,2022-2023 .. 2025-2026,11,Ahmed Sebiha,,
EGY,الشرقية إنبي,2025-2026,10,A. El Agouz,,
EGY,الشرقية إنبي,2022-2023 .. 2023-2024,10,Zeyad Kamal,,
EGY,الشرقية إنبي,2023-2024 .. 2026-2027,10,Ahmed Kalosha,,
EGY,الشرقية إنبي,2022-2023 .. 2024-2025,9,Ahmed Sabeha,,
EGY,الشرقية إنبي,2022-2023 .. 2026-2027,9,Abdelrahman Samir,,
EGY,الشرقية إنبي,2025-2026 .. 2026-2027,9,H. Abdallah,Hamed Abdallah,
EGY,الشرقية إنبي,2023-2024 .. 2026-2027,9,Seif Elkhashab,,
EGY,الشرقية إنبي,2022-2023 .. 2025-2026,9,Rafik Kabou,,
EGY,الشرقية إنبي,2025-2026,8,Y. Oubaba,,
EGY,الشرقية إنبي,2022-2023 .. 2023-2024,7,Ahmed Khalil Kalousha,,
EGY,الشرقية إنبي,2025-2026 .. 2026-2027,7,M. Daoud,Marwan Dawoud,
EGY,الشرقية إنبي,2026-2027,6,M. Essam,Marwan Essam,
EGY,الشرقية إنبي,2025-2026,6,M. Sayed,,
EGY,الشرقية إنبي,2026-2027,5,A. Ehab,,
EGY,الشرقية إنبي,2025-2026 .. 2026-2027,5,Mahmoud Kahraba,,
EGY,الشرقية إنبي,2025-2026 .. 2026-2027,5,S. Zayed,Salah Zayed,
EGY,الشرقية إنبي,2024-2025 .. 2026-2027,5,Ali Ehab,,
EGY,الشرقية إنبي,2023-2024 .. 2026-2027,5,Hossam Ghanem,,
EGY,الشرقية إنبي,2025-2026 .. 2026-2027,5,M. Samy,Mohab Samy,
EGY,الشرقية إنبي,2024-2025 .. 2025-2026,5,Hamed Abdallah,,
EGY,الشرقية إنبي,2022-2023 .. 2024-2025,5,Reda Sayed,,
EGY,الشرقية إنبي,2024-2025,4,Hesham Adel,,
EGY,الشرقية إنبي,2022-2023,4,Karim El Tayeeb,,
EGY,الشرقية إنبي,2026-2027,4,A. Ismail,Ahmed Ismail,
EGY,الشرقية إنبي,2025-2026,4,Aqtay Abdallah,,
EGY,الشرقية إنبي,2025-2026 .. 2026-2027,3,A. Ibrahim,,
EGY,الشرقية إنبي,2024-2025,3,Ahmed Kalousha,,
EGY,الشرقية إنبي,2025-2026 .. 2026-2027,3,Ahmed Ismail,,
EGY,الشرقية إنبي,2025-2026 .. 2026-2027,3,Mohab Samy,,
EGY,الشرقية إنبي,2025-2026 .. 2026-2027,3,O. Bodian,Ousseynou Bodian,
EGY,الشرقية إنبي,2025-2026,3,A. I. Mahmoud,,
EGY,الشرقية إنبي,2025-2026,3,A. Kofta,,
EGY,الشرقية إنبي,2025-2026,3,A. Sabeha,,
EGY,الشرقية إنبي,2022-2023,3,Ahmed Khalil Ibrahim,,
EGY,الشرقية إنبي,2025-2026,3,M. Shakshak,,
EGY,الشرقية إنبي,2025-2026,2,A. Kalosha,,
EGY,الشرقية إنبي,2026-2027,2,Body Samir,,
EGY,الشرقية إنبي,2026-2027,2,H. Ghanem,Hossam Ghanem,
EGY,الشرقية إنبي,2026-2027,2,Hazem Temsah,,
EGY,الشرقية إنبي,2026-2027,2,M. Basir,,
EGY,الشرقية إنبي,2026-2027,2,M. Hathout,Mohamed Sherif,
EGY,الشرقية إنبي,2026-2027,2,R. Mostafa,Ramadan Mostafa,
EGY,الشرقية إنبي,2023-2024 .. 2026-2027,2,Ramadan Mostafa,,
EGY,الشرقية إنبي,2023-2024 .. 2024-2025,2,Fathi El Sayed,,
EGY,الشرقية إنبي,2022-2023,2,Marwan Mohamed Dawoud,,
EGY,الشرقية إنبي,2022-2023,2,Mohamed Ismail Hamed,,
EGY,الشرقية إنبي,2024-2025,2,Mohamed Samir Abdel Wahab,,
EGY,الشرقية إنبي,2025-2026,2,Youssef Oubaba,,
EGY,الشرقية إنبي,2026-2027,1,A. Roshdy,Anas Roshdy,
EGY,الشرقية إنبي,2026-2027,1,Mohamed Sharkia,,
EGY,الشرقية إنبي,2026-2027,1,Ousseynou Bodian,,
EGY,الشرقية إنبي,2026-2027,1,R. Labode,Razak Labode,
EGY,الشرقية إنبي,2026-2027,1,Razak Labode,,
EGY,الشرقية إنبي,2025-2026,1,A. Sabiha,,
EGY,الشرقية إنبي,2023-2024,1,Abdallah Adel,,
EGY,الشرقية إنبي,2024-2025,1,Abdul Mudasiru,,
EGY,الشرقية إنبي,2024-2025,1,Adel Fadaly,,
EGY,الشرقية إنبي,2022-2023,1,D. Meleg,,
EGY,الشرقية إنبي,2022-2023,1,Girgis Magdy,,
EGY,الشرقية إنبي,2022-2023,1,Ibrahim Galal,,
EGY,الشرقية إنبي,2025-2026,1,Kirki,,
EGY,الشرقية إنبي,2022-2023,1,M. Sahraoui,,
EGY,الشرقية إنبي,2025-2026,1,M. Sharkia,,
EGY,الشرقية إنبي,2023-2024,1,Mohamed Awsam,,
EGY,الشرقية إنبي,2025-2026,1,Mohamed Goldy,,
EGY,الشرقية إنبي,2022-2023,1,Mohamed Hamdy Ibrahim,,
EGY,الشرقية إنبي,2024-2025,1,Mohamed Walid Gedo,,
EGY,الشرقية إنبي,2024-2025,1,T. Randrianarijaona,,
EGY,القناة,2026-2027,4,M. Wayo,Mawuli Wayo,
EGY,القناة,2026-2027,4,H. A. Sattar,,
EGY,القناة,2026-2027,3,I. Samy,Ibrahim Samy,
EGY,القناة,2026-2027,3,Mawuli Wayo,,
EGY,القناة,2026-2027,3,H. El Azm,,
EGY,القناة,2026-2027,3,Islam Halima,,
